id,gender,bg_type,nationality,gpa,gpa_scale,gre,toefl,major,intern_desc,has_paper,has_research,courses_note,program,result,season,source
6451,unknown,,,3.76,4,170,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6452,unknown,,,3.57,4,170,108,,,不明,不明,,usc-msmf,rejected,13Fall,quantnet_tracker
6453,unknown,,,3.56,4,170,,,,不明,不明,,usc-msmf,rejected,13Fall,quantnet_tracker
6454,unknown,,,3.7,4,165,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6455,unknown,,,3.6,4,162,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6456,unknown,,,3.7,4,168,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6457,unknown,,,3.2,4,170,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6458,unknown,,,3.3,4,168,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6459,unknown,,,3.5,4,170,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6460,unknown,,,3.94,4,163,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6461,unknown,,,3.3,4,153,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6462,unknown,,,3.68,4,170,102,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6463,unknown,,,3.77,4,170,,,,不明,不明,,usc-msmf,accepted,13Fall,quantnet_tracker
6464,unknown,,,3.7,4,166,,,,不明,不明,,usc-msmf,accepted,12Fall,quantnet_tracker
6465,unknown,,,,4,166,,,,不明,不明,,usc-msmf,rejected,12Fall,quantnet_tracker
6466,unknown,,,3.86,4,166,,,,不明,不明,,usc-msmf,accepted,12Fall,quantnet_tracker
6467,unknown,,,3.6,4,166,111,,,不明,不明,,usc-msmf,accepted,12Fall,quantnet_tracker
6468,unknown,,,3.2,4,164,,,,不明,不明,,usc-msmf,rejected,12Fall,quantnet_tracker
6469,unknown,,,3.1,4,157,,,,不明,不明,,usc-msmf,rejected,12Fall,quantnet_tracker
6470,unknown,,,4,4,166,111,,,不明,不明,,usc-msmf,accepted,12Fall,quantnet_tracker
6471,unknown,,,3.5,4,166,,,,不明,不明,,usc-msmf,accepted,11Fall,quantnet_tracker
6472,unknown,,,,4,,,,,不明,不明,,usc-msmf,accepted,11Fall,quantnet_tracker
6473,unknown,,,,4,,,,,不明,不明,,usc-msmf,rejected,11Fall,quantnet_tracker
6474,unknown,,,3.82,4,157,,,,不明,不明,,jhu-mfm,accepted,26Fall,quantnet_tracker
6475,unknown,,,3.94,4,169,,,,不明,不明,,jhu-mfm,accepted,26Fall,quantnet_tracker
6476,unknown,,,3.6,4,,,,,不明,不明,,jhu-mfm,accepted,23Fall,quantnet_tracker
6477,unknown,,,3.7,4,,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6478,unknown,,,3.85,4,170,110,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6479,unknown,,,2.76,4,165,115,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6480,unknown,,,3.76,4,168,,,,不明,不明,,jhu-mfm,rejected,25Fall,quantnet_tracker
6481,unknown,,,3.88,4,165,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6482,unknown,,,3.88,4,170,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6483,unknown,,,4.0,4,167,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6484,unknown,,,3.47,4,,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6485,unknown,,,4.0,4,170,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6486,unknown,,,3.1,4,165,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6487,unknown,,,3.719,4,,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6488,unknown,,,3,4,,,,,不明,不明,,jhu-mfm,rejected,25Fall,quantnet_tracker
6489,unknown,,,3.87,4,,,,,不明,不明,,jhu-mfm,accepted,25Fall,quantnet_tracker
6490,unknown,,,3.85,4,170,,,,不明,不明,,jhu-mfm,rejected,24Fall,quantnet_tracker
6491,unknown,,,3.36,4,167,,,,不明,不明,,jhu-mfm,rejected,24Fall,quantnet_tracker
6492,unknown,,,3.86,4,169,,,,不明,不明,,jhu-mfm,accepted,24Fall,quantnet_tracker
6493,unknown,,,3.9,4,170,,,,不明,不明,,jhu-mfm,rejected,24Fall,quantnet_tracker
6494,unknown,,,,4,170,,,,不明,不明,,jhu-mfm,accepted,24Fall,quantnet_tracker
6495,unknown,,,3,4,164,,,,不明,不明,,jhu-mfm,rejected,23Fall,quantnet_tracker
6496,unknown,,,3.93,4,169,,,,不明,不明,,jhu-mfm,accepted,23Fall,quantnet_tracker
6497,unknown,,,,4,,,,,不明,不明,,jhu-mfm,accepted,23Fall,quantnet_tracker
6498,unknown,,,3.7,4,168,,,,不明,不明,,jhu-mfm,rejected,23Fall,quantnet_tracker
6499,unknown,,,3.66,4,168,,,,不明,不明,,jhu-mfm,accepted,22Fall,quantnet_tracker
6500,unknown,,,3.7,4,170,,,,不明,不明,,jhu-mfm,rejected,21Fall,quantnet_tracker
6501,unknown,,,3.94,4,167,,,,不明,不明,,jhu-mfm,accepted,20Fall,quantnet_tracker
6502,unknown,,,3.59,4,167,,,,不明,不明,,jhu-mfm,accepted,19Fall,quantnet_tracker
6503,unknown,,,4,4,169,,,,不明,不明,,jhu-mfm,accepted,19Fall,quantnet_tracker
6504,unknown,,,3.83,4,170,,,,不明,不明,,jhu-mfm,accepted,19Fall,quantnet_tracker
6505,unknown,,,3.72,4,169,,,,不明,不明,,jhu-mfm,accepted,19Fall,quantnet_tracker
6506,unknown,,,3.51,4,170,,,,不明,不明,,jhu-mfm,rejected,18Fall,quantnet_tracker
6507,unknown,,,3.81,4,167,112,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6508,unknown,,,3.98,4,168,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6509,unknown,,,3.34,4,170,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6510,unknown,,,3.8,4,169,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6511,unknown,,,3.9,4,170,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6512,unknown,,,3.81,4,168,107,,,不明,不明,,jhu-mfm,rejected,18Fall,quantnet_tracker
6513,unknown,,,3.86,4,170,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6514,unknown,,,4,4,170,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6515,unknown,,,3.98,4,169,,,,不明,不明,,jhu-mfm,accepted,18Fall,quantnet_tracker
6516,unknown,,,3.36,4,170,,,,不明,不明,,jhu-mfm,rejected,18Fall,quantnet_tracker
6517,unknown,,,3.85,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6518,unknown,,,3.97,4,168,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6519,unknown,,,3.73,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6520,unknown,,,3.64,4,167,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6521,unknown,,,3.61,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6522,unknown,,,3.6,4,168,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6523,unknown,,,3.4,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6524,unknown,,,3.7,4,169,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6525,unknown,,,3.6,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6526,unknown,,,3.79,4,167,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6527,unknown,,,3.86,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6528,unknown,,,3.9,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6529,unknown,,,3.45,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6530,unknown,,,3.52,4,167,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6531,unknown,,,3.64,4,168,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6532,unknown,,,3.6,4,170,107,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6533,unknown,,,3.88,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6534,unknown,,,3.7,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6535,unknown,,,3.93,4,167,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6536,unknown,,,3.45,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6537,unknown,,,3.4,4,170,,,,不明,不明,,jhu-mfm,accepted,17Fall,quantnet_tracker
6538,unknown,,,3.92,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6539,unknown,,,3.5,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6540,unknown,,,3.87,4,170,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6541,unknown,,,3.8,4,168,,,,不明,不明,,jhu-mfm,rejected,17Fall,quantnet_tracker
6542,unknown,,,3.7,4,168,,,,不明,不明,,jhu-mfm,rejected,16Fall,quantnet_tracker
6543,unknown,,,3.79,4,170,,,,不明,不明,,jhu-mfm,accepted,16Fall,quantnet_tracker
6544,unknown,,,3.88,4,170,,,,不明,不明,,jhu-mfm,accepted,16Fall,quantnet_tracker
6545,unknown,,,3.8,4,170,,,,不明,不明,,jhu-mfm,accepted,16Fall,quantnet_tracker
6546,unknown,,,3.75,4,168,,,,不明,不明,,jhu-mfm,accepted,16Fall,quantnet_tracker
6547,unknown,,,3.9,4,170,,,,不明,不明,,jhu-mfm,accepted,16Fall,quantnet_tracker
6548,unknown,,,3.89,4,169,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6549,unknown,,,3.95,4,167,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6550,unknown,,,3,4,170,120,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6551,unknown,,,3.55,4,170,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6552,unknown,,,2.7,4,163,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6553,unknown,,,3.83,4,169,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6554,unknown,,,3.56,4,170,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6555,unknown,,,3.64,4,169,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6556,unknown,,,3.86,4,170,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6557,unknown,,,3.86,4,170,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6558,unknown,,,3.5,4,170,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6559,unknown,,,3.52,4,168,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6560,unknown,,,3.8,4,170,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6561,unknown,,,3.97,4,170,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6562,unknown,,,3.8,4,165,,,,不明,不明,,jhu-mfm,accepted,15Fall,quantnet_tracker
6563,unknown,,,3.75,4,170,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6564,unknown,,,3.55,4,165,,,,不明,不明,,jhu-mfm,rejected,15Fall,quantnet_tracker
6565,unknown,,,3.63,4,167,107,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6566,unknown,,,3.75,4,170,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6567,unknown,,,3.95,4,168,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6568,unknown,,,3.7,4,170,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6569,unknown,,,3.73,4,170,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6570,unknown,,,3.96,4,167,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6571,unknown,,,3.3,4,167,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6572,unknown,,,3.61,4,170,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6573,unknown,,,3.54,4,166,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6574,unknown,,,3.63,4,170,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6575,unknown,,,3,4,168,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6576,unknown,,,3.98,4,168,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6577,unknown,,,3.55,4,170,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6578,unknown,,,3.87,4,170,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6579,unknown,,,3.45,4,169,103,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6580,unknown,,,3.7,4,168,,,,不明,不明,,jhu-mfm,accepted,14Fall,quantnet_tracker
6581,unknown,,,3.61,4,166,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6582,unknown,,,3.66,4,170,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6583,unknown,,,3.4,4,170,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6584,unknown,,,4,4,166,,,,不明,不明,,jhu-mfm,rejected,14Fall,quantnet_tracker
6585,unknown,,,3.76,4,170,,,,不明,不明,,jhu-mfm,accepted,13Fall,quantnet_tracker
6586,unknown,,,2.9,4,167,,,,不明,不明,,jhu-mfm,rejected,12Fall,quantnet_tracker
6587,unknown,,,3.7,4,166,,,,不明,不明,,jhu-mfm,rejected,12Fall,quantnet_tracker
6588,unknown,,,3.79,4,164,,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6589,unknown,,,3.6,4,153,,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6590,unknown,,,3.6,4,166,111,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6591,unknown,,,3.73,4,166,,,,不明,不明,,jhu-mfm,rejected,12Fall,quantnet_tracker
6592,unknown,,,3.47,4,161,101,,,不明,不明,,jhu-mfm,rejected,12Fall,quantnet_tracker
6593,unknown,,,3.93,4,166,,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6594,unknown,,,3.77,4,153,,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6595,unknown,,,3.92,4,166,,,,不明,不明,,jhu-mfm,accepted,12Fall,quantnet_tracker
6596,unknown,,,3.72,4,164,,,,不明,不明,,jhu-mfm,rejected,12Fall,quantnet_tracker
6597,unknown,,,3.5,4,166,109,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6598,unknown,,,3.1,4,170,104,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6599,unknown,,,3.65,4,159,98,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6600,unknown,,,2.76,4,165,,,,不明,不明,,ncstate-mfm,rejected,26Fall,quantnet_tracker
6601,unknown,,,3,4,,96,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6602,unknown,,,3.3,4,162,109,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6603,unknown,,,3.59,4,167,104,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6604,unknown,,,3.81,4,170,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6605,unknown,,,3.92,4,169,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6606,unknown,,,3.24,4,168,113,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6607,unknown,,,3.60,4,,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6608,unknown,,,3.46,4,170,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6609,unknown,,,3.63,4,170,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6610,unknown,,,3.65,4,169,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6611,unknown,,,3.86,4,167,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6612,unknown,,,3.30,4,168,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6613,unknown,,,3.5,4,168,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6614,unknown,,,3.75,4,,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6615,unknown,,,3.55,4,170,111,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6616,unknown,,,3.98,4,170,103,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6617,unknown,,,3.82,4,157,,,,不明,不明,,ncstate-mfm,accepted,26Fall,quantnet_tracker
6618,unknown,,,3.59,4,,100,,,不明,不明,,ncstate-mfm,accepted,23Fall,quantnet_tracker
6619,unknown,,,2.76,4,165,115,,,不明,不明,,ncstate-mfm,rejected,25Fall,quantnet_tracker
6620,unknown,,,3.44,4,,105,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6621,unknown,,,3.1,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6622,unknown,,,3.7,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6623,unknown,,,4,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6624,unknown,,,3.41,4,162,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6625,unknown,,,3.1,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6626,unknown,,,3.51,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6627,unknown,,,3.54,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6628,unknown,,,3.5,4,166,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6629,unknown,,,3.76,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6630,unknown,,,2.98,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6631,unknown,,,3.56,4,165,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6632,unknown,,,3.98,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6633,unknown,,,3.31,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6634,unknown,,,3.5,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6635,unknown,,,3.34,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6636,unknown,,,3.64,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6637,unknown,,,3.26,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6638,unknown,,,3.20,4,159,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6639,unknown,,,3.98,4,167,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6640,unknown,,,3.8,4,164,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6641,unknown,,,3.71,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6642,unknown,,,3.47,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6643,unknown,,,3.4,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6644,unknown,,,4.0,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6645,unknown,,,3.27,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6646,unknown,,,3.64,4,,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6647,unknown,,,3.17,4,170,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6648,unknown,,,3.413,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6649,unknown,,,3.88,4,165,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6650,unknown,,,3.43,4,170,105,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6651,unknown,,,3.646,4,168,,,,不明,不明,,ncstate-mfm,accepted,25Fall,quantnet_tracker
6652,unknown,,,3,4,,,,,不明,不明,,ncstate-mfm,rejected,25Fall,quantnet_tracker
6653,unknown,,,2.992,4,161,,,,不明,不明,,ncstate-mfm,rejected,25Fall,quantnet_tracker
6654,unknown,,,3.5,4,167,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6655,unknown,,,3.85,4,168,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6656,unknown,,,3.69,4,170,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6657,unknown,,,3.24,4,,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6658,unknown,,,3.62,4,168,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6659,unknown,,,3.59,4,,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6660,unknown,,,3.88,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6661,unknown,,,3.2,4,168,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6662,unknown,,,3.4,4,165,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6663,unknown,,,3.64,4,168,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6664,unknown,,,,4,169,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6665,unknown,,,3.16,4,166,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6666,unknown,,,3.16,4,170,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6667,unknown,,,,4,170,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6668,unknown,,,3.63,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6669,unknown,,,3.93,4,167,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6670,unknown,,,3.9,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6671,unknown,,,3.58,4,170,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6672,unknown,,,3.7,4,166,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6673,unknown,,,3.55,4,168,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6674,unknown,,,2.84,4,167,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6675,unknown,,,3.72,4,,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6676,unknown,,,3.7,4,168,,,,不明,不明,,ncstate-mfm,rejected,24Fall,quantnet_tracker
6677,unknown,,,3.5,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6678,unknown,,,,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6679,unknown,,,3.18,4,,,,,不明,不明,,ncstate-mfm,accepted,24Fall,quantnet_tracker
6680,unknown,,,3.93,4,,,,,不明,不明,,ncstate-mfm,accepted,23Fall,quantnet_tracker
6681,unknown,,,2.8,4,,,,,不明,不明,,ncstate-mfm,rejected,23Fall,quantnet_tracker
6682,unknown,,,3.9,4,168,,,,不明,不明,,ncstate-mfm,accepted,23Fall,quantnet_tracker
6683,unknown,,,3.73,4,168,,,,不明,不明,,ncstate-mfm,rejected,23Fall,quantnet_tracker
6684,unknown,,,3.12,4,168,,,,不明,不明,,ncstate-mfm,accepted,23Fall,quantnet_tracker
6685,unknown,,,3.91,4,,,,,不明,不明,,ncstate-mfm,accepted,23Fall,quantnet_tracker
6686,unknown,,,3.35,4,169,,,,不明,不明,,ncstate-mfm,rejected,23Fall,quantnet_tracker
6687,unknown,,,3.771,4,170,,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6688,unknown,,,3.21,4,167,,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6689,unknown,,,2.83,4,168,,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6690,unknown,,,3.11,4,170,,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6691,unknown,,,2.96,4,168,,,,不明,不明,,ncstate-mfm,accepted,22Fall,quantnet_tracker
6692,unknown,,,3.7,4,168,,,,不明,不明,,ncstate-mfm,accepted,21Fall,quantnet_tracker
6693,unknown,,,3.16,4,168,,,,不明,不明,,ncstate-mfm,accepted,21Fall,quantnet_tracker
6694,unknown,,,3.32,4,168,,,,不明,不明,,ncstate-mfm,accepted,21Fall,quantnet_tracker
6695,unknown,,,2.83,4,169,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6696,unknown,,,3.72,4,167,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6697,unknown,,,3.1,4,169,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6698,unknown,,,3.27,4,167,,,,不明,不明,,ncstate-mfm,rejected,20Fall,quantnet_tracker
6699,unknown,,,3.04,4,168,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6700,unknown,,,3.66,4,170,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6701,unknown,,,2.52,4,170,,,,不明,不明,,ncstate-mfm,accepted,20Fall,quantnet_tracker
6702,unknown,,,3.72,4,169,116,,,不明,不明,,ncstate-mfm,accepted,19Fall,quantnet_tracker
6703,unknown,,,3.97,4,169,,,,不明,不明,,ncstate-mfm,accepted,19Fall,quantnet_tracker
6704,unknown,,,2.98,4,170,,,,不明,不明,,ncstate-mfm,accepted,19Fall,quantnet_tracker
6705,unknown,,,3.35,4,166,,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6706,unknown,,,2.93,4,167,,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6707,unknown,,,3.84,4,166,109,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6708,unknown,,,3.54,4,170,112,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6709,unknown,,,3.2,4,166,,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6710,unknown,,,3.36,4,170,101,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6711,unknown,,,3.26,4,170,,,,不明,不明,,ncstate-mfm,accepted,18Fall,quantnet_tracker
6712,unknown,,,3.24,4,168,,,,不明,不明,,ncstate-mfm,accepted,17Fall,quantnet_tracker
